id,item_id,name,brand,categories,price,specs,gpt_specs
235429,LPASU00736,"ASUS ROG Zephyrus Gaming Notebook 16"" WQXGA Intel i9-13900H RTX 4090 32GB 2TB SSD Windows 11 Pro, GU604VY-XS97",ASUS,"['Laptops, Tablet', None, None, None]",4199.0,"{'GPU': 'GeForce RTX 4090', 'Maximum Resolution': '2560X1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Pro', 'Memory': '32GB', 'Screen Size': '16""'}","{'Brand': 'ASUS', 'Series': 'ROG Zephyrus', 'Model': 'GU604VY-XS97', 'CPU': 'Intel i9-13900H', 'GPU': 'RTX 4090', 'RAM': '32GB', 'Storage': '2TB SSD', 'OS': 'Windows 11 Pro', 'Screen': '16""', 'Resolution': 'WQXGA'}"
249839,LPLEN03710,"Lenovo ThinkPad T14 Business Laptop 14"" FHD Intel i5-10310U 16GB 512GB SSD Windows 10 Pro Refurbished, 20S1S4R500",LENOVO,"['Laptops, Tablet', None, None, None]",649.0,"{'GPU': 'Intel UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'Lenovo', 'Series': 'ThinkPad T14', 'Screen Size': '14""', 'Resolution': 'FHD', 'CPU': 'Intel i5-10310U', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 10 Pro', 'Condition': 'Refurbished', 'Model Code': '20S1S4R500'}"
239889,LPHEW02036,"HP Omen 17-ck2000ca Gaming Notebook 17.3"" QHD Intel i9-13900HX GeForce RTX 4090 32GB 2TB SSD Windows 11 Home",HP,"['Laptops, Tablet', None, None, None]",3999.0,"{'GPU': 'GeForce RTX 4090', 'Maximum Resolution': '2560 x 1440', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB', 'Screen Size': '17.3""'}","{'Brand': 'HP', 'Series': 'Omen 17-ck2000ca', 'Product Type': 'Gaming Notebook', 'Screen Size': '17.3""', 'Resolution': 'QHD', 'CPU': 'Intel i9-13900HX', 'GPU': 'GeForce RTX 4090', 'RAM': '32GB', 'Storage': '2TB SSD', 'OS': 'Windows 11 Home'}"
249845,LPLEN03712,"Lenovo Yoga L390 Business convertible Laptop 13.3"" Touchscreen FHD Intel i5-8365U 16GB 256GB SSD Windows 11 Pro Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",549.0,"{'GPU': 'Intel® UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'Yes', 'Operating System': 'Windows 11 Pro', 'Memory': '16GB', 'Screen Size': '13.3""'}","{'Brand': 'Lenovo', 'Model': 'Yoga L390', 'CPU': 'Intel i5-8365U', 'RAM': '16GB', 'Storage': '256GB SSD', 'OS': 'Windows 11 Pro', 'Screen': '13.3"" Touchscreen', 'Resolution': 'FHD', 'Condition': 'Refurbished'}"
249843,LPLEN03711,"Lenovo X1 Carbon Business Laptop 14"" FHD Intel i7-8665U 16GB 256GB SSD Windows 10 Pro Refurbished,",LENOVO,"['Laptops, Tablet', None, None, None]",649.0,"{'GPU': 'Intel UHD Graphics 620', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'Lenovo', 'Model': 'X1 Carbon', 'CPU': 'Intel i7-8665U', 'RAM': '16GB', 'Storage': '256GB SSD', 'OS': 'Windows 10 Pro', 'Screen': '14""', 'Resolution': 'FHD', 'Condition': 'Refurbished'}"
249484,LPACE00999,"ACER Predator Triton X Gaming Laptop 17"" QHD Mini-LED 250Hz Intel i9-13900HX GeForce RTX 4090 64GB 2TB SSD Windows 11 Home, PTX17-71-99W5",ACER,"['Laptops, Tablet', None, None, None]",4999.0,"{'GPU': 'GeForce RTX 4090', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '64GB', 'Screen Size': '17""'}","{'Brand': 'ACER', 'Series': 'Predator Triton X', 'Model': 'PTX17-71-99W5', 'CPU': 'Intel i9-13900HX', 'GPU': 'GeForce RTX 4090', 'RAM': '64GB', 'Storage': '2TB SSD', 'Screen': '17""', 'Resolution': 'QHD', 'Refresh Rate': '250Hz', 'Display Type': 'Mini-LED', 'OS': 'Windows 11 Home'}"
248458,LPLEN03611,"Lenovo ThinkBook 14 G6 ABP 21KJ000EUS 14"" Touchscreen Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 7 7730U Octa-core (8 Core) 2 GHz - 16 GB Total RAM - 512 GB SSD - Arctic Gray - AMD Chip - Windows 11 Pro - AMD Radeon Graphics - In-plane Switching (IPS) Tec",LENOVO,"['Laptops, Tablet', None, None, None]",899.0,"{'General Information<HDRBR>Manufacturer': 'Lenovo Group Limited', 'General Information<HDRBR>Manufacturer Part Number': '21KJ000EUS', 'General Information<HDRBR>Brand Name': 'Lenovo', 'General Information<HDRBR>Product Line': 'ThinkBook', 'General Information<HDRBR>Product Series': '14 G6 ABP', 'General Information<HDRBR>Product Model': '21KJ000EUS'}","{'Brand': 'Lenovo', 'Series': 'ThinkBook 14 G6 ABP', 'Model': '21KJ000EUS', 'Screen Size': '14""', 'Screen Resolution': 'WUXGA (1920 x 1200)', 'Touchscreen': 'Yes', 'CPU': 'AMD Ryzen 7 7730U Octa-core (8 Core)', 'CPU Speed': '2 GHz', 'RAM': '16 GB', 'Storage': '512 GB SSD', 'Color': 'Arctic Gray', 'Chipset': 'AMD', 'Operating System': 'Windows 11 Pro', 'Graphics': 'AMD Radeon Graphics', 'Panel Type': 'In-plane Switching (IPS)'}"
248439,LPLEN03602,"Lenovo ThinkBook G6 16"" Business Laptop WUXGA 1920x1200 Intel Core i5-1335U 16GB RAM 256GB SSD Windows 11 Pro 21KH0005US",LENOVO,"['Laptops, Tablet', None, None, None]",1119.2,"{'General Information<HDRBR>Manufacturer': 'Lenovo Group Limited', 'General Information<HDRBR>Manufacturer Part Number': '21KH0005US', 'Memory': '16GB', 'General Information<HDRBR>Brand Name': 'Lenovo', 'Screen Size': '16""', 'General Information<HDRBR>Product Line': 'ThinkBook'}","{'Brand': 'Lenovo', 'Series': 'ThinkBook G6', 'Model Code': '21KH0005US', 'Screen Size': '16""', 'Resolution': 'WUXGA (1920x1200)', 'CPU': 'Intel Core i5-1335U', 'RAM': '16GB', 'Storage': '256GB SSD', 'Operating System': 'Windows 11 Pro'}"
248434,LPLEN03600,"Lenovo ThinkBook 16 G6 ABP 21KK0009US 16"" Touchscreen Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 7530U Hexa-core (6 Core) 2 GHz - 16 GB Total RAM - 512 GB SSD - Arctic Gray - AMD Chip - Windows 11 Pro - AMD Radeon Graphics - In-plane Switching (IPS) Tec",LENOVO,"['Laptops, Tablet', None, None, None]",999.0,"{'General Information<HDRBR>Manufacturer': 'Lenovo Group Limited', 'General Information<HDRBR>Manufacturer Part Number': '21KK0009US', 'General Information<HDRBR>Brand Name': 'Lenovo', 'General Information<HDRBR>Product Line': 'ThinkBook', 'General Information<HDRBR>Product Series': '16 G6 ABP', 'General Information<HDRBR>Product Model': '21KK0009US'}","{'Brand': 'Lenovo', 'Series': 'ThinkBook 16 G6 ABP', 'Model': '21KK0009US', 'Screen size': '16""', 'Touchscreen': 'Yes', 'Resolution': 'WUXGA (1920 x 1200)', 'CPU': 'AMD Ryzen 5 7530U Hexa-core (6 Core)', 'CPU Clock Speed': '2 GHz', 'RAM': '16 GB', 'Storage': '512 GB SSD', 'Color': 'Arctic Gray', 'Chip': 'AMD', 'OS': 'Windows 11 Pro', 'Graphics': 'AMD Radeon', 'Display Technology': 'In-plane Switching (IPS)'}"
243931,LPLEN03508,"Lenovo ThinkPad E14 Gen 5 21JR001QUS 14"" Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 7530U Hexa-core (6 Core) 2 GHz - 8 GB Total RAM - 8 GB On-board Memory - 256 GB SSD - Graphite Black - AMD Chip - Windows 11 Pro - AMD Radeon Graphics - In-plane Switchi",LENOVO,"['Laptops, Tablet', None, None, None]",1061.69,"{'General Information<HDRBR>Manufacturer': 'Lenovo Group Limited', 'General Information<HDRBR>Manufacturer Part Number': '21JR001QUS', 'General Information<HDRBR>Brand Name': 'Lenovo', 'General Information<HDRBR>Product Line': 'ThinkPad', 'General Information<HDRBR>Product Series': 'E14 Gen 5', 'General Information<HDRBR>Product Model': '21JR001QUS'}","{'Brand': 'Lenovo', 'Series': 'ThinkPad E14 Gen 5', 'Model': '21JR001QUS', 'Screen Size': '14""', 'Resolution': 'WUXGA (1920 x 1200)', 'CPU': 'AMD Ryzen 5 7530U (Hexa-core, 6 Core) ', 'CPU Speed': '2 GHz', 'RAM': '8 GB Total RAM', 'On-board Memory': '8 GB', 'Storage': '256 GB SSD', 'Color': 'Graphite Black', 'Chip': 'AMD Chip', 'Operating System': 'Windows 11 Pro', 'Graphics': 'AMD Radeon Graphics', 'Display Technology': 'In-plane Switching (IPS)'}"
238114,LPLGE00031,"LG Gram EVO Consumer Notebook 15.6"" FHD Intel i7-1360P Intel Iris Xe 16GB 512GB SSD Windows 11 Home, 15Z90R-P.AA75A9",LG,"['Laptops, Tablet', None, None, None]",1599.99,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'Yes', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'LG', 'Model': 'Gram EVO', 'Model Code': '15Z90R-P.AA75A9', 'CPU': 'Intel i7-1360P', 'GPU': 'Intel Iris Xe', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
238112,LPLGE00030,"LG Gram Consumer Notebook 14"" WUXGA Intel i7-1360P Intel Iris Xe 16GB 512GB SSD Windows 11 Home, 14Z90R-K.AA75A9",LG,"['Laptops, Tablet', None, None, None]",1599.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'LG', 'Model': 'Gram', 'Model Code': '14Z90R-K.AA75A9', 'CPU': 'Intel i7-1360P', 'GPU': 'Intel Iris Xe', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '14""', 'Resolution': 'WUXGA (1920x1200)'}"
231254,LPLEN03221,"Lenovo ThinkPad L13 Yoga 13.3"" Touchscreen Convertible 2 in 1 Laptop WUXGA  Intel Core i7-1255U 16GB 512GB SSD Storm Gray Windows 11 Pro 21B5003XUS",LENOVO,"['Laptops, Tablet', None, None, None]",1299.0,"{'General Information<HDRBR>Manufacturer': 'Lenovo Group Limited', 'General Information<HDRBR>Manufacturer Part Number': '21B5003XUS', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.lenovo.com/ca/en', 'General Information<HDRBR>Brand Name': 'Lenovo', 'General Information<HDRBR>Product Line': 'ThinkPad', 'General Information<HDRBR>Product Series': 'L13 Yoga Gen 3'}","{'Brand': 'Lenovo', 'Model': 'ThinkPad L13 Yoga', 'Model Code': '21B5003XUS', 'Screen Size': '13.3""', 'Display Type': 'Touchscreen', 'Convertibility': 'Convertible 2 in 1', 'Resolution': 'WUXGA', 'CPU': 'Intel Core i7-1255U', 'RAM': '16GB', 'Storage': '512GB SSD', 'Color': 'Storm Gray', 'Operating System': 'Windows 11 Pro'}"
223345,LPLEN02956,"Lenovo ThinkBook 14 G4 ABA 14"" Business Notebook AMD Ryzen 5 5625U 16 GB 256 GB Windows 11 Pro, 21DK000JUS",LENOVO,"['Laptops, Tablet', None, None, None]",699.0,"{'General Information<HDRBR>Manufacturer': 'Lenovo Group Limited', 'General Information<HDRBR>Manufacturer Part Number': '21DK000JUS', 'Memory': '16GB', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.lenovo.com/ca/en', 'Screen Size': '14""', 'General Information<HDRBR>Brand Name': 'Lenovo'}","{'Brand': 'Lenovo', 'Model': 'ThinkBook 14 G4 ABA', 'Model Code': '21DK000JUS', 'CPU': 'AMD Ryzen 5 5625U', 'RAM': '16GB', 'Storage': '256GB', 'OS': 'Windows 11 Pro', 'Screen': '14""'}"
221960,LPHEW01833,"HP EliteBook 650 G9 15.6"" Business Notebook Intel i5-1245U 16 GB 256 GB SSD Windows 10 Professional, 6C0Z6UT#ABA",HP,"['Laptops, Tablet', None, None, None]",1103.9599990845,"{'General Information<HDRBR>Manufacturer': 'HP Inc.', 'General Information<HDRBR>Manufacturer Part Number': '6C0Z6UT#ABA', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.hp.com', 'General Information<HDRBR>Brand Name': 'HP', 'General Information<HDRBR>Product Line': 'EliteBook', 'General Information<HDRBR>Product Series': '650 G9'}","{'Brand': 'HP', 'Model': 'EliteBook 650 G9', 'Model Code': '6C0Z6UT#ABA', 'CPU': 'Intel i5-1245U', 'RAM': '16GB', 'Storage': '256GB SSD', 'OS': 'Windows 10 Professional', 'Screen': '15.6""'}"
221903,LPLGE00028,"LG Gram EVO Ultra-Lightweight Notebook , 16"" WQXGA, Intel i7-1260P, Intel Iris Xe Graphics, 16GB, 512GB SSD, Windows 11 Home, 16T90Q-K.AA75A9",LG,"['Laptops, Tablet', None, None, None]",1619.88,"{'Notebook Type': 'Consumer', 'Notebook Chassis': 'Thin and Light', 'Screen Size': '16""', 'Maximum Resolution': '2560 x 1600', 'Refresh Rate': '60Hz', 'CPU': 'i7-1260P'}","{'Brand': 'LG', 'Model': 'Gram EVO', 'Model Code': '16T90Q-K.AA75A9', 'CPU': 'Intel i7-1260P', 'GPU': 'Intel Iris Xe Graphics', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '16""', 'Resolution': 'WQXGA'}"
203384,LPSAS00092,"Samsung Galaxy Tab S7 FE Tablet - 12.4"" WQXGA Cortex 6 GB 128 GB Mystic Black",SAMSUNG,"['Laptops, Tablet', None, None, None]",699.0,"{'General Information<HDRBR>Manufacturer': 'Samsung', 'General Information<HDRBR>Manufacturer Part Number': 'SM-T733NZKEXAC', 'General Information<HDRBR>Brand Name': 'Samsung', 'General Information<HDRBR>Product Line': 'Galaxy Tab S7 FE', 'General Information<HDRBR>Product Model': 'SM-T733', 'General Information<HDRBR>Product Name': 'Galaxy Tab S7 FE (Wi-Fi)'}","{'Brand': 'Samsung', 'Model': 'Galaxy Tab S7 FE', 'Screen Size': '12.4""', 'Resolution': 'WQXGA', 'CPU': 'Cortex', 'RAM': '6 GB', 'Storage': '128 GB', 'Color': 'Mystic Black'}"
235970,LPGIG00147,"Gigabyte G5 Gaming Laptop 15.6"" FHD, Intel i5-12500H, GeForce RTX 4060, 8GB RAM, 512GB SSD, Windows 11 Home, G5 KF-E3US333SH",GIGABYTE,"['Laptops, Tablet', None, None, None]",999.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '1080p Full HD', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '15.6""'}","{'Brand': 'Gigabyte', 'Model': 'G5', 'Model Code': 'G5 KF-E3US333SH', 'CPU': 'Intel i5-12500H', 'GPU': 'GeForce RTX 4060', 'RAM': '8GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
241481,LPCHP00003,"HP Elitebook 840 G3 Business Laptop 14"" Touchscreen Intel i5-6300U 16GB 256GB SSD Windows 10 Pro Refurbished",HP,"['Laptops, Tablet', None, None, None]",299.0,"{'GPU': 'Intel HD Graphics 520', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'Yes', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'HP', 'Model': 'Elitebook 840 G3', 'CPU': 'Intel i5-6300U', 'RAM': '16GB', 'Storage': '256GB SSD', 'OS': 'Windows 10 Pro', 'Screen': '14""', 'Touchscreen': 'Yes', 'Condition': 'Refurbished'}"
239725,LPMSI00559,"MSI Thin GF63 Gaming Laptop 15.6"" Intel i7-12650H GeForce RTX 4060 16GB 512GB SSD Windows 11 Home, 12VF-274CA",MSI,"['Laptops, Tablet', None, None, None]",1199.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'MSI', 'Model': 'Thin GF63', 'Model Code': '12VF-274CA', 'CPU': 'Intel i7-12650H', 'GPU': 'GeForce RTX 4060', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""'}"
244218,LPHEW02095,"HP Victus 15-fb1010ca Gaming Laptop 15.6"" AMD Ryzen 5 7535HS GeForce RTX 2050 8GB 512GB SSD Windows 11 Home, 8G9J1UA#ABL",HP,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'GeForce RTX 2050', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '15.6""'}","{'Brand': 'HP', 'Model': 'Victus 15-fb1010ca', 'Model Code': '8G9J1UA#ABL', 'CPU': 'AMD Ryzen 5 7535HS', 'GPU': 'GeForce RTX 2050', 'RAM': '8GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""'}"
234149,LPASU00685,"ASUS VivoBook 14"" Laptop FHD Intel Core i3-1115G4 Intel UHD Graphics 4GB 128GB SSD Windows 11 Home S, F415EA-AS31",ASUS,"['Laptops, Tablet', None, None, None]",299.0,"{'GPU': 'Intel UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home S', 'Memory': '4GB', 'Screen Size': '14""'}","{'Brand': 'ASUS', 'Model': 'VivoBook F415EA-AS31', 'Screen': '14""', 'Resolution': 'FHD', 'CPU': 'Intel Core i3-1115G4', 'GPU': 'Intel UHD Graphics', 'RAM': '4GB', 'Storage': '128GB SSD', 'OS': 'Windows 11 Home S'}"
244755,LPLEN03559,"LENOVO ThinkPad T590 Business Laptop 15.6"" FHD Intel i5-8365U Intel UHD Graphics 620 16GB 512GB SSD Windows 10 Pro Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",499.0,"{'GPU': 'Intel UHD Graphics 620', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'LENOVO', 'Model': 'ThinkPad T590', 'CPU': 'Intel i5-8365U', 'GPU': 'Intel UHD Graphics 620', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 10 Pro', 'Screen': '15.6""', 'Resolution': 'FHD', 'Condition': 'Refurbished'}"
244918,LPACE00985,"Acer Swift 3 EVO 14"" Laptop FHD Intel i5-1240P 16GB 512GB SSD Windows 11 Home,",ACER,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'Acer', 'Model': 'Swift 3 EVO', 'Screen': '14""', 'Resolution': 'FHD', 'CPU': 'Intel i5-1240P', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home'}"
244027,LPCNO00061,"ASUS Vivobook F Series Laptop 15.6"" FHD Intel i5-1135G7 8GB 256GB SSD Windows 11 Home, F1500EA-WB51",ASUS,"['Laptops, Tablet', None, None, None]",597.95999908447,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '15.6""'}","{'Brand': 'ASUS', 'Model': 'Vivobook F Series', 'Model Code': 'F1500EA-WB51', 'CPU': 'Intel i5-1135G7', 'RAM': '8GB', 'Storage': '256GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
226088,LPASU00658,"ASUS ZenBook 14 Consumer Notebook 14"" FHD AMD Ryzen 5 5600H AMD Radeon Vega 7 8GB 512GB SSD Windows 11 Home, UM425QA-EH59-CA",ASUS,"['Laptops, Tablet', None, None, None]",699.0,"{'Memory': '8GB', 'Screen Size': '14""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': '1920 x 1080', 'Refresh Rate': '60Hz', 'SSD Capacity': '512GB'}","{'Brand': 'ASUS', 'Model': 'ZenBook 14', 'Model Code': 'UM425QA-EH59-CA', 'CPU': 'AMD Ryzen 5 5600H', 'GPU': 'AMD Radeon Vega 7', 'RAM': '8GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '14""', 'Resolution': 'FHD'}"
239777,LPLEN03432,"LENOVO IdeaPad Flex 5 Consumer Notebook 16"" Touchscreen AMD Ryzen 5 7530U 16GB 512GB SSD Windows 11 Home, 82XY005ACC",LENOVO,"['Laptops, Tablet', None, None, None]",849.0,"{'GPU': 'AMD Radeon Graphics', 'Refresh Rate': '60Hz', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'Yes', 'Operating System': 'Windows 11 Home', 'Memory': '16GB'}","{'Brand': 'LENOVO', 'Series': 'IdeaPad Flex 5', 'Model Code': '82XY005ACC', 'CPU': 'AMD Ryzen 5 7530U', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '16""', 'Touchscreen': 'Yes'}"
214186,LPHUA00035,"HUAWEI Matebook 14 Notebook, 14"", 2160 x 1440, Touch Screen, Intel Core i5-1135G7, Intel Iris Xe Graphics, 16GB, 512GB SSD, Windows 11 Home, 53012STE",HUAWEI,"['Laptops, Tablet', None, None, None]",699.88,"{'Screen Resolution Description': 'QHD', 'Memory': '16GB', 'Screen Size': '14""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': '2160 x 1440', 'Refresh Rate': '60 Hz'}","{'Brand': 'HUAWEI', 'Model': 'Matebook 14', 'Model Code': '53012STE', 'Screen Size': '14""', 'Resolution': '2160 x 1440', 'Touch Screen': 'Yes', 'CPU': 'Intel Core i5-1135G7', 'GPU': 'Intel Iris Xe Graphics', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home'}"
244384,LPLEN03552,"LENOVO X1 Yoga G4 Business Notebook 14"" FHD Intel i5-8265U 16GB 512GB SSD Windows 10 Pro, Pen Included, Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",499.0,"{'GPU': 'Intel UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'Yes', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'Lenovo', 'Model': 'X1 Yoga G4', 'Screen': '14""', 'Resolution': 'FHD', 'CPU': 'Intel i5-8265U', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 10 Pro', 'Included Accessories': 'Pen', 'Condition': 'Refurbished'}"
242776,LPASU00785,"ASUS TUF Gaming Notebook 17.3"" 144Hz Intel i5-11400H GeForce RTX 2050 8GB 512GB SSD Windows 11 Home, FX706HF-DB51-CA",ASUS,"['Laptops, Tablet', None, None, None]",799.0,"{'Memory': '8GB', 'Screen Size': '17.3""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': '1920 x 1080', 'Refresh Rate': '144Hz', 'SSD Capacity': '512GB'}","{'Brand': 'ASUS', 'Model': 'TUF Gaming Notebook', 'Model Code': 'FX706HF-DB51-CA', 'CPU': 'Intel i5-11400H', 'GPU': 'GeForce RTX 2050', 'RAM': '8GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '17.3""', 'Refresh Rate': '144Hz'}"
246774,LPASU00809,"ASUS ROG Strix G16 Gaming Laptop 16"" QHD Intel i9-13980HX GeForce RTX 4060 16GB 1TB SSD Windows 11 Home, G614JV-DB91-CA",ASUS,"['Laptops, Tablet', None, None, None]",1799.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '16""'}","{'Brand': 'ASUS', 'Series': 'ROG Strix G16', 'Model': 'G614JV-DB91-CA', 'Screen Size': '16""', 'Resolution': 'QHD', 'CPU': 'Intel i9-13980HX', 'GPU': 'GeForce RTX 4060', 'RAM': '16GB', 'Storage': '1TB SSD', 'Operating System': 'Windows 11 Home'}"
229248,LPLEN03130,"Lenovo Consumer Laptop 15.6"" FHD AMD Ryzen 5 5625U AMD Radeon Graphics 12GB 512GB SSD Windows 11 Home, 82RN0015CC",LENOVO,"['Laptops, Tablet', None, None, None]",699.88,"{'Memory': '12GB', 'Screen Size': '15.6""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': '1920 x 1080', 'Refresh Rate': '60Hz', 'SSD Capacity': '512GB'}","{'Brand': 'Lenovo', 'Model': 'Consumer Laptop', 'Model Code': '82RN0015CC', 'CPU': 'AMD Ryzen 5 5625U', 'GPU': 'AMD Radeon Graphics', 'RAM': '12GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
238746,LPHEW02021,"HP Consumer Laptop 14"" FHD AMD Ryzen 3 7320U, Radeon Graphics, 8GB RAM, 256GB SSD, Windows 11 Home, 14-em0030ca",HP,"['Laptops, Tablet', None, None, None]",499.0,"{'Memory': '8GB', 'Model': '14-em0030ca', 'Screen Size': '14""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': 'FHD', 'SSD Capacity': '256GB'}","{'Brand': 'HP', 'Model': 'Consumer Laptop 14', 'Model Code': '14-em0030ca', 'CPU': 'AMD Ryzen 3 7320U', 'GPU': 'Radeon Graphics', 'RAM': '8GB', 'Storage': '256GB SSD', 'OS': 'Windows 11 Home', 'Screen': '14""', 'Resolution': 'FHD'}"
221455,LPHEW01822,"HP ProBook 450 G9 15.6"" Business Notebook Intel i7-1255U 16GB 512GB SSD Windows 10 Pro, 687P3UT#ABA",HP,"['Laptops, Tablet', None, None, None]",999.0,"{'General Information<HDRBR>Manufacturer': 'HP Inc.', 'General Information<HDRBR>Manufacturer Part Number': '687P3UT#ABA', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.hp.com', 'General Information<HDRBR>Brand Name': 'HP', 'General Information<HDRBR>Product Line': 'ProBook', 'General Information<HDRBR>Product Series': '450 G9'}","{'Brand': 'HP', 'Model': 'ProBook 450 G9', 'Model Code': '687P3UT#ABA', 'CPU': 'Intel i7-1255U', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 10 Pro', 'Screen': '15.6""'}"
241155,LPLEN03456,"Lenovo IdeaPad Consumer Notebook 14"" FHD Intel i5-1135G7 8GB 512GB SSD Windows 11 Home, 81X700FXUS",LENOVO,"['Laptops, Tablet', None, None, None]",549.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '14""'}","{'Brand': 'Lenovo', 'Model': 'IdeaPad', 'Model Code': '81X700FXUS', 'CPU': 'Intel i5-1135G7', 'RAM': '8GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '14""', 'Resolution': 'FHD'}"
